Unnamed: 0,ID_VIV,UPM,VIV_SEL,AREAM,CVE_ENT,NOM_ENT,CVE_MUN,NOM_MUN,RESULT_V,AP1_1,AP1_2,AP2_1,AP2_2,AP2_3,NAP2_3,FAC_VIV,FAC_VIV_AM,DOMINIO,EST_DIS,UPM_DIS,SEGURA_DIA,SEGURA_NOCHE,PROBLEMA_PRINC
38380,1405453.01,1405453,1,2.0,14,JALISCO,39,GUADALAJARA,1,1,2,4,1,,1,1079,1079.0,U,281,6436,Sí,No,Venta de drogas
38381,1405453.02,1405453,2,2.0,14,JALISCO,39,GUADALAJARA,1,1,2,2,1,,1,1079,1079.0,U,281,6436,Sí,No,Pandillas/bandas
38382,1405453.04,1405453,4,2.0,14,JALISCO,39,GUADALAJARA,2,1,2,4,1,,1,1079,1079.0,U,281,6436,Sí,No,Venta de drogas
38383,1405453.05,1405453,5,2.0,14,JALISCO,39,GUADALAJARA,2,1,2,4,1,,1,1079,1079.0,U,281,6436,Sí,No,Venta de drogas
38384,1405460.01,1405460,1,2.0,14,JALISCO,39,GUADALAJARA,2,1,2,2,1,,1,869,869.0,U,280,6374,Sí,No,Pandillas/bandas
38385,1405460.02,1405460,2,2.0,14,JALISCO,39,GUADALAJARA,1,1,2,5,1,,1,869,869.0,U,280,6374,Sí,No,Violencia entre vecinos
38386,1405460.03,1405460,3,2.0,14,JALISCO,39,GUADALAJARA,1,1,2,5,2,5.0,5,869,869.0,U,280,6374,Sí,No,Violencia entre vecinos
38387,1405460.04,1405460,4,2.0,14,JALISCO,39,GUADALAJARA,2,1,2,2,1,,1,869,869.0,U,280,6374,Sí,No,Pandillas/bandas
38388,1405465.01,1405465,1,2.0,14,JALISCO,39,GUADALAJARA,1,1,2,3,1,,1,1138,1138.0,U,281,6412,Sí,No,Consumo de drogas
38389,1405465.02,1405465,2,2.0,14,JALISCO,39,GUADALAJARA,2,1,2,4,1,,1,1138,1138.0,U,281,6412,Sí,No,Venta de drogas
38390,1405465.03,1405465,3,2.0,14,JALISCO,39,GUADALAJARA,2,1,2,3,1,,1,1138,1138.0,U,281,6412,Sí,No,Consumo de drogas
38391,1405465.04,1405465,4,2.0,14,JALISCO,39,GUADALAJARA,1,2,1,2,1,,1,1138,1138.0,U,281,6412,No,Sí,Pandillas/bandas
38392,1405465.05,1405465,5,2.0,14,JALISCO,39,GUADALAJARA,1,1,2,4,1,,1,1138,1138.0,U,281,6412,Sí,No,Venta de drogas
38393,1405469.01,1405469,1,2.0,14,JALISCO,39,GUADALAJARA,2,1,2,2,1,,1,1021,1021.0,U,281,6455,Sí,No,Pandillas/bandas
38394,1405469.02,1405469,2,2.0,14,JALISCO,39,GUADALAJARA,2,1,2,3,1,,1,1021,1021.0,U,281,6455,Sí,No,Consumo de drogas
38395,1405469.03,1405469,3,2.0,14,JALISCO,39,GUADALAJARA,2,1,2,6,1,,1,1021,1021.0,U,281,6455,Sí,No,Disparos frecuentes
38396,1405469.04,1405469,4,2.0,14,JALISCO,39,GUADALAJARA,2,1,2,3,1,,1,1021,1021.0,U,281,6455,Sí,No,Consumo de drogas
38397,1405469.05,1405469,5,2.0,14,JALISCO,39,GUADALAJARA,1,1,2,4,1,,1,1021,1021.0,U,281,6455,Sí,No,Venta de drogas
38398,1405514.01,1405514,1,2.0,14,JALISCO,39,GUADALAJARA,1,1,2,5,1,,1,813,813.0,U,279,6279,Sí,No,Violencia entre vecinos
38399,1405514.02,1405514,2,2.0,14,JALISCO,39,GUADALAJARA,1,1,2,5,1,,1,813,813.0,U,279,6279,Sí,No,Violencia entre vecinos
38400,1405514.03,1405514,3,2.0,14,JALISCO,39,GUADALAJARA,1,1,2,5,1,,1,813,813.0,U,279,6279,Sí,No,Violencia entre vecinos
38401,1405514.04,1405514,4,2.0,14,JALISCO,39,GUADALAJARA,1,1,2,1,1,,1,813,813.0,U,279,6279,Sí,No,Robos frecuentes
38402,1405514.05,1405514,5,2.0,14,JALISCO,39,GUADALAJARA,2,1,2,7,2,2.0,2,813,813.0,U,279,6279,Sí,No,Extorsión a negocios
38403,1405517.01,1405517,1,2.0,14,JALISCO,39,GUADALAJARA,1,1,2,1,1,,1,1197,1197.0,U,279,6208,Sí,No,Robos frecuentes
38404,1405517.02,1405517,2,2.0,14,JALISCO,39,GUADALAJARA,1,1,2,1,1,,1,1197,1197.0,U,279,6208,Sí,No,Robos frecuentes
38405,1405517.03,1405517,3,2.0,14,JALISCO,39,GUADALAJARA,2,1,2,2,1,,1,1197,1197.0,U,279,6208,Sí,No,Pandillas/bandas
38406,1405517.04,1405517,4,2.0,14,JALISCO,39,GUADALAJARA,2,1,2,1,1,,1,1197,1197.0,U,279,6208,Sí,No,Robos frecuentes
38407,1405517.05,1405517,5,2.0,14,JALISCO,39,GUADALAJARA,2,1,2,2,1,,1,1197,1197.0,U,279,6208,Sí,No,Pandillas/bandas
38408,1405520.01,1405520,1,2.0,14,JALISCO,39,GUADALAJARA,1,1,2,2,1,,1,687,687.0,U,280,6388,Sí,No,Pandillas/bandas
38409,1405520.02,1405520,2,2.0,14,JALISCO,39,GUADALAJARA,2,1,1,4,1,,1,687,687.0,U,280,6388,Sí,Sí,Venta de drogas
38410,1405520.03,1405520,3,2.0,14,JALISCO,39,GUADALAJARA,1,1,2,9,2,3.0,3,687,687.0,U,280,6388,Sí,No,Ninguno
38411,1405520.04,1405520,4,2.0,14,JALISCO,39,GUADALAJARA,1,1,1,5,1,,1,687,687.0,U,280,6388,Sí,Sí,Violencia entre vecinos
38412,1405520.05,1405520,5,2.0,14,JALISCO,39,GUADALAJARA,1,1,2,5,1,,1,687,687.0,U,280,6388,Sí,No,Violencia entre vecinos
38413,1405531.01,1405531,1,2.0,14,JALISCO,39,GUADALAJARA,1,1,2,11,1,,1,956,956.0,U,279,6248,Sí,No,
38414,1405531.03,1405531,3,2.0,14,JALISCO,39,GUADALAJARA,1,1,2,1,1,,1,956,956.0,U,279,6248,Sí,No,Robos frecuentes
38415,1405531.04,1405531,4,2.0,14,JALISCO,39,GUADALAJARA,1,1,2,6,2,2.0,2,956,956.0,U,279,6248,Sí,No,Disparos frecuentes
38416,1405531.05,1405531,5,2.0,14,JALISCO,39,GUADALAJARA,2,1,2,2,1,,1,956,956.0,U,279,6248,Sí,No,Pandillas/bandas
38417,1405568.01,1405568,1,2.0,14,JALISCO,39,GUADALAJARA,1,1,2,2,1,,1,961,961.0,U,280,6341,Sí,No,Pandillas/bandas
38418,1405568.02,1405568,2,2.0,14,JALISCO,39,GUADALAJARA,2,1,2,4,1,,1,961,961.0,U,280,6341,Sí,No,Venta de drogas
38419,1405568.03,1405568,3,2.0,14,JALISCO,39,GUADALAJARA,2,1,2,1,1,,1,961,961.0,U,280,6341,Sí,No,Robos frecuentes
38420,1405568.05,1405568,5,2.0,14,JALISCO,39,GUADALAJARA,2,1,2,2,1,,1,961,961.0,U,280,6341,Sí,No,Pandillas/bandas
38421,1405617.01,1405617,1,2.0,14,JALISCO,39,GUADALAJARA,2,1,2,2,1,,1,1092,1092.0,U,281,6430,Sí,No,Pandillas/bandas
38422,1405617.02,1405617,2,2.0,14,JALISCO,39,GUADALAJARA,1,2,1,1,1,,1,1092,1092.0,U,281,6430,No,Sí,Robos frecuentes
38423,1405617.03,1405617,3,2.0,14,JALISCO,39,GUADALAJARA,2,1,2,4,1,,1,1092,1092.0,U,281,6430,Sí,No,Venta de drogas
38424,1405617.04,1405617,4,2.0,14,JALISCO,39,GUADALAJARA,1,1,2,4,1,,1,1092,1092.0,U,281,6430,Sí,No,Venta de drogas
38425,1405617.05,1405617,5,2.0,14,JALISCO,39,GUADALAJARA,1,1,2,1,1,,1,1092,1092.0,U,281,6430,Sí,No,Robos frecuentes
38426,1405627.01,1405627,1,2.0,14,JALISCO,39,GUADALAJARA,2,1,2,5,1,,1,1158,1158.0,U,281,6405,Sí,No,Violencia entre vecinos
38427,1405627.02,1405627,2,2.0,14,JALISCO,39,GUADALAJARA,2,1,2,5,1,,1,1158,1158.0,U,281,6405,Sí,No,Violencia entre vecinos
38428,1405627.03,1405627,3,2.0,14,JALISCO,39,GUADALAJARA,2,1,2,2,1,,1,1158,1158.0,U,281,6405,Sí,No,Pandillas/bandas
38429,1405627.05,1405627,5,2.0,14,JALISCO,39,GUADALAJARA,2,1,2,1,1,,1,1158,1158.0,U,281,6405,Sí,No,Robos frecuentes
38430,1405675.01,1405675,1,2.0,14,JALISCO,39,GUADALAJARA,2,1,2,4,1,,1,1101,1101.0,U,281,6425,Sí,No,Venta de drogas
38431,1405675.02,1405675,2,2.0,14,JALISCO,39,GUADALAJARA,2,1,2,1,1,,1,1101,1101.0,U,281,6425,Sí,No,Robos frecuentes
38432,1405675.03,1405675,3,2.0,14,JALISCO,39,GUADALAJARA,2,1,2,2,1,,1,1101,1101.0,U,281,6425,Sí,No,Pandillas/bandas
38433,1405675.04,1405675,4,2.0,14,JALISCO,39,GUADALAJARA,2,2,1,1,1,,1,1101,1101.0,U,281,6425,No,Sí,Robos frecuentes
38434,1405675.05,1405675,5,2.0,14,JALISCO,39,GUADALAJARA,2,1,2,2,1,,1,1101,1101.0,U,281,6425,Sí,No,Pandillas/bandas
38435,1405678.02,1405678,2,2.0,14,JALISCO,39,GUADALAJARA,1,1,2,1,1,,1,1112,1112.0,U,281,6421,Sí,No,Robos frecuentes
38436,1405678.04,1405678,4,2.0,14,JALISCO,39,GUADALAJARA,2,1,2,4,1,,1,1112,1112.0,U,281,6421,Sí,No,Venta de drogas
38437,1405678.05,1405678,5,2.0,14,JALISCO,39,GUADALAJARA,2,2,1,2,1,,1,1112,1112.0,U,281,6421,No,Sí,Pandillas/bandas
38438,1405681.01,1405681,1,2.0,14,JALISCO,39,GUADALAJARA,1,1,2,5,1,,1,882,882.0,U,281,6477,Sí,No,Violencia entre vecinos
38439,1405681.03,1405681,3,2.0,14,JALISCO,39,GUADALAJARA,2,2,1,2,1,,1,882,882.0,U,281,6477,No,Sí,Pandillas/bandas
38440,1405681.04,1405681,4,2.0,14,JALISCO,39,GUADALAJARA,1,1,2,1,1,,1,882,882.0,U,281,6477,Sí,No,Robos frecuentes
38441,1405681.05,1405681,5,2.0,14,JALISCO,39,GUADALAJARA,1,4,2,1,1,,1,882,882.0,U,281,6477,No aplica,No,Robos frecuentes
38442,1405689.01,1405689,1,2.0,14,JALISCO,39,GUADALAJARA,2,1,2,5,1,,1,985,985.0,U,280,6326,Sí,No,Violencia entre vecinos
38443,1405689.02,1405689,2,2.0,14,JALISCO,39,GUADALAJARA,2,1,2,4,1,,1,985,985.0,U,280,6326,Sí,No,Venta de drogas
38444,1405689.03,1405689,3,2.0,14,JALISCO,39,GUADALAJARA,2,1,2,4,1,,1,985,985.0,U,280,6326,Sí,No,Venta de drogas
38445,1405689.04,1405689,4,2.0,14,JALISCO,39,GUADALAJARA,2,1,2,4,1,,1,985,985.0,U,280,6326,Sí,No,Venta de drogas
38446,1405689.05,1405689,5,2.0,14,JALISCO,39,GUADALAJARA,2,1,2,4,1,,1,985,985.0,U,280,6326,Sí,No,Venta de drogas
38447,1405713.01,1405713,1,2.0,14,JALISCO,39,GUADALAJARA,2,2,1,1,1,,1,855,855.0,U,280,6377,No,Sí,Robos frecuentes
38448,1405713.02,1405713,2,2.0,14,JALISCO,39,GUADALAJARA,2,1,2,4,1,,1,855,855.0,U,280,6377,Sí,No,Venta de drogas
38449,1405713.03,1405713,3,2.0,14,JALISCO,39,GUADALAJARA,1,2,1,3,1,,1,855,855.0,U,280,6377,No,Sí,Consumo de drogas
38450,1405713.05,1405713,5,2.0,14,JALISCO,39,GUADALAJARA,2,1,2,2,1,,1,855,855.0,U,280,6377,Sí,No,Pandillas/bandas
38451,1405741.01,1405741,1,2.0,14,JALISCO,39,GUADALAJARA,1,1,2,3,1,,1,1014,1014.0,U,279,6229,Sí,No,Consumo de drogas
38452,1405741.02,1405741,2,2.0,14,JALISCO,39,GUADALAJARA,1,1,2,4,1,,1,1014,1014.0,U,279,6229,Sí,No,Venta de drogas
38453,1405741.03,1405741,3,2.0,14,JALISCO,39,GUADALAJARA,2,1,2,1,1,,1,1014,1014.0,U,279,6229,Sí,No,Robos frecuentes
38454,1405741.04,1405741,4,2.0,14,JALISCO,39,GUADALAJARA,2,1,2,2,1,,1,1014,1014.0,U,279,6229,Sí,No,Pandillas/bandas
38455,1405780.01,1405780,1,2.0,14,JALISCO,39,GUADALAJARA,1,1,2,6,1,,1,985,985.0,U,280,6325,Sí,No,Disparos frecuentes
38456,1405780.02,1405780,2,2.0,14,JALISCO,39,GUADALAJARA,1,1,2,5,1,,1,985,985.0,U,280,6325,Sí,No,Violencia entre vecinos
38457,1405780.03,1405780,3,2.0,14,JALISCO,39,GUADALAJARA,2,1,2,1,1,,1,985,985.0,U,280,6325,Sí,No,Robos frecuentes
38458,1405780.05,1405780,5,2.0,14,JALISCO,39,GUADALAJARA,2,1,2,2,1,,1,985,985.0,U,280,6325,Sí,No,Pandillas/bandas
