"","ID_VIV","ID_HOG","UPM","VIV_SEL","HOGAR","RESUL_H","N_INF","R_SEL","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","TOT_PER","FAC_HOG","FAC_HOG_AM","DOMINIO","EST_DIS","UPM_DIS"
"1","0100107.01","0100107.01.01","0100107","01","01","B","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","01","000241","000241","U","0001","00047"
"2","0100107.02","0100107.02.01","0100107","02","01","A","01","02","01","AGUASCALIENTES","001","AGUASCALIENTES","04","000241","000241","U","0001","00047"
"3","0100107.03","0100107.03.01","0100107","03","01","B","01","04","01","AGUASCALIENTES","001","AGUASCALIENTES","04","000241","000241","U","0001","00047"
"4","0100107.04","0100107.04.01","0100107","04","01","A","02","03","01","AGUASCALIENTES","001","AGUASCALIENTES","04","000241","000241","U","0001","00047"
"5","0100107.05","0100107.05.01","0100107","05","01","B","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","04","000241","000241","U","0001","00047"
"6","0100110.01","0100110.01.01","0100110","01","01","A","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","01","000265","000265","U","0001","00011"
"7","0100110.02","0100110.02.01","0100110","02","01","A","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","01","000265","000265","U","0001","00011"
"8","0100110.03","0100110.03.01","0100110","03","01","B","02","01","01","AGUASCALIENTES","001","AGUASCALIENTES","05","000265","000265","U","0001","00011"
"9","0100110.04","0100110.04.01","0100110","04","01","B","02","02","01","AGUASCALIENTES","001","AGUASCALIENTES","04","000265","000265","U","0001","00011"
"10","0100110.05","0100110.05.01","0100110","05","01","A","02","02","01","AGUASCALIENTES","001","AGUASCALIENTES","07","000265","000265","U","0001","00011"
"11","0100114.01","0100114.01.01","0100114","01","01","B","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","01","000276","000276","U","0003","00203"
"12","0100114.02","0100114.02.01","0100114","02","01","A","01","02","01","AGUASCALIENTES","001","AGUASCALIENTES","06","000276","000276","U","0003","00203"
"13","0100114.03","0100114.03.01","0100114","03","01","B","01","02","01","AGUASCALIENTES","001","AGUASCALIENTES","04","000276","000276","U","0003","00203"
"14","0100114.04","0100114.04.01","0100114","04","01","B","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","03","000276","000276","U","0003","00203"
"15","0100114.05","0100114.05.01","0100114","05","01","A","02","01","01","AGUASCALIENTES","001","AGUASCALIENTES","05","000276","000276","U","0003","00203"
"16","0100117.01","0100117.01.01","0100117","01","01","A","02","01","01","AGUASCALIENTES","001","AGUASCALIENTES","02","000228","000228","U","0003","00249"
"17","0100117.02","0100117.02.01","0100117","02","01","B","01","02","01","AGUASCALIENTES","001","AGUASCALIENTES","05","000228","000228","U","0003","00249"
"18","0100117.03","0100117.03.01","0100117","03","01","B","03","03","01","AGUASCALIENTES","001","AGUASCALIENTES","04","000228","000228","U","0003","00249"
"19","0100117.04","0100117.04.01","0100117","04","01","B","04","03","01","AGUASCALIENTES","001","AGUASCALIENTES","05","000228","000228","U","0003","00249"
"20","0100117.05","0100117.05.01","0100117","05","01","B","01","02","01","AGUASCALIENTES","001","AGUASCALIENTES","04","000228","000228","U","0003","00249"
"21","0100118.01","0100118.01.01","0100118","01","01","B","01","02","01","AGUASCALIENTES","001","AGUASCALIENTES","02","000242","000242","U","0003","00241"
"22","0100118.02","0100118.02.01","0100118","02","01","A","02","02","01","AGUASCALIENTES","001","AGUASCALIENTES","04","000242","000242","U","0003","00241"
"23","0100118.03","0100118.03.01","0100118","03","01","B","02","01","01","AGUASCALIENTES","001","AGUASCALIENTES","03","000242","000242","U","0003","00241"
"24","0100118.04","0100118.04.01","0100118","04","01","B","02","01","01","AGUASCALIENTES","001","AGUASCALIENTES","02","000242","000242","U","0003","00241"
"25","0100118.05","0100118.05.01","0100118","05","01","B","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","01","000242","000242","U","0003","00241"
"26","0100143.01","0100143.01.01","0100143","01","01","A","02","02","01","AGUASCALIENTES","001","AGUASCALIENTES","05","000260","000260","U","0002","00102"
"27","0100143.02","0100143.02.01","0100143","02","01","B","05","02","01","AGUASCALIENTES","001","AGUASCALIENTES","06","000260","000260","U","0002","00102"
"28","0100143.03","0100143.03.01","0100143","03","01","B","02","01","01","AGUASCALIENTES","001","AGUASCALIENTES","05","000260","000260","U","0002","00102"
"29","0100143.04","0100143.04.01","0100143","04","01","B","01","03","01","AGUASCALIENTES","001","AGUASCALIENTES","05","000260","000260","U","0002","00102"
"30","0100143.05","0100143.05.01","0100143","05","01","B","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","04","000260","000260","U","0002","00102"
"31","0100144.01","0100144.01.01","0100144","01","01","B","02","01","01","AGUASCALIENTES","001","AGUASCALIENTES","04","000264","000264","U","0002","00099"
"32","0100144.02","0100144.02.01","0100144","02","01","A","04","04","01","AGUASCALIENTES","001","AGUASCALIENTES","04","000264","000264","U","0002","00099"
"33","0100144.03","0100144.03.01","0100144","03","01","B","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","01","000264","000264","U","0002","00099"
"34","0100144.04","0100144.04.01","0100144","04","01","B","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","01","000264","000264","U","0002","00099"
"35","0100146.03","0100146.03.01","0100146","03","01","B","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","01","000218","000218","U","0002","00158"
"36","0100146.04","0100146.04.01","0100146","04","01","A","01","04","01","AGUASCALIENTES","001","AGUASCALIENTES","06","000218","000218","U","0002","00158"
"37","0100146.05","0100146.05.01","0100146","05","01","B","02","02","01","AGUASCALIENTES","001","AGUASCALIENTES","02","000218","000218","U","0002","00158"
"38","0100149.01","0100149.01.01","0100149","01","01","A","02","02","01","AGUASCALIENTES","001","AGUASCALIENTES","05","000242","000242","U","0001","00046"
"39","0100149.02","0100149.02.01","0100149","02","01","A","04","04","01","AGUASCALIENTES","001","AGUASCALIENTES","05","000242","000242","U","0001","00046"
"40","0100149.03","0100149.03.01","0100149","03","01","B","02","02","01","AGUASCALIENTES","001","AGUASCALIENTES","02","000242","000242","U","0001","00046"
"41","0100149.04","0100149.04.01","0100149","04","01","A","04","03","01","AGUASCALIENTES","001","AGUASCALIENTES","05","000242","000242","U","0001","00046"
"42","0100149.05","0100149.05.01","0100149","05","01","A","02","01","01","AGUASCALIENTES","001","AGUASCALIENTES","06","000242","000242","U","0001","00046"
"43","0100151.01","0100151.01.01","0100151","01","01","B","01","02","01","AGUASCALIENTES","001","AGUASCALIENTES","03","000251","000251","U","0002","00116"
"44","0100151.02","0100151.02.01","0100151","02","01","B","02","02","01","AGUASCALIENTES","001","AGUASCALIENTES","02","000251","000251","U","0002","00116"
"45","0100151.03","0100151.03.01","0100151","03","01","A","03","01","01","AGUASCALIENTES","001","AGUASCALIENTES","07","000251","000251","U","0002","00116"
"46","0100151.04","0100151.04.01","0100151","04","01","B","03","03","01","AGUASCALIENTES","001","AGUASCALIENTES","03","000251","000251","U","0002","00116"
"47","0100151.05","0100151.05.01","0100151","05","01","A","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","02","000251","000251","U","0002","00116"
"48","0100152.01","0100152.01.01","0100152","01","01","A","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","05","000194","000194","U","0001","00084"
"49","0100152.02","0100152.02.01","0100152","02","01","B","04","02","01","AGUASCALIENTES","001","AGUASCALIENTES","06","000194","000194","U","0001","00084"
"50","0100152.03","0100152.03.01","0100152","03","01","B","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","05","000194","000194","U","0001","00084"
"51","0100152.04","0100152.04.01","0100152","04","01","B","02","01","01","AGUASCALIENTES","001","AGUASCALIENTES","02","000194","000194","U","0001","00084"
"52","0100152.05","0100152.05.01","0100152","05","01","B","01","02","01","AGUASCALIENTES","001","AGUASCALIENTES","02","000194","000194","U","0001","00084"
"53","0100179.01","0100179.01.01","0100179","01","01","B","02","02","01","AGUASCALIENTES","001","AGUASCALIENTES","04","000231","000231","U","0002","00144"
"54","0100179.02","0100179.02.01","0100179","02","01","B","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","03","000231","000231","U","0002","00144"
"55","0100179.03","0100179.03.01","0100179","03","01","A","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","03","000231","000231","U","0002","00144"
"56","0100179.04","0100179.04.01","0100179","04","01","A","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","01","000231","000231","U","0002","00144"
"57","0100179.05","0100179.05.01","0100179","05","01","A","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","01","000231","000231","U","0002","00144"
"58","0100187.01","0100187.01.01","0100187","01","01","A","04","04","01","AGUASCALIENTES","001","AGUASCALIENTES","07","000229","000229","U","0003","00248"
"59","0100187.02","0100187.02.01","0100187","02","01","A","02","01","01","AGUASCALIENTES","001","AGUASCALIENTES","04","000229","000229","U","0003","00248"
"60","0100187.03","0100187.03.01","0100187","03","01","A","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","01","000229","000229","U","0003","00248"
"61","0100187.04","0100187.04.01","0100187","04","01","A","01","02","01","AGUASCALIENTES","001","AGUASCALIENTES","04","000229","000229","U","0003","00248"
"62","0100187.05","0100187.05.01","0100187","05","01","A","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","02","000229","000229","U","0003","00248"
"63","0100191.01","0100191.01.01","0100191","01","01","B","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","01","000253","000253","U","0001","00025"
"64","0100191.02","0100191.02.01","0100191","02","01","B","02","02","01","AGUASCALIENTES","001","AGUASCALIENTES","03","000253","000253","U","0001","00025"
"65","0100191.03","0100191.03.01","0100191","03","01","B","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","03","000253","000253","U","0001","00025"
"66","0100191.04","0100191.04.01","0100191","04","01","A","02","02","01","AGUASCALIENTES","001","AGUASCALIENTES","04","000253","000253","U","0001","00025"
"67","0100191.05","0100191.05.01","0100191","05","01","A","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","05","000253","000253","U","0001","00025"
"68","0100194.01","0100194.01.01","0100194","01","01","A","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","03","000231","000231","U","0002","00145"
"69","0100194.02","0100194.02.01","0100194","02","01","B","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","03","000231","000231","U","0002","00145"
"70","0100194.03","0100194.03.01","0100194","03","01","A","01","02","01","AGUASCALIENTES","001","AGUASCALIENTES","04","000231","000231","U","0002","00145"
"71","0100194.04","0100194.04.01","0100194","04","01","B","01","02","01","AGUASCALIENTES","001","AGUASCALIENTES","04","000231","000231","U","0002","00145"
"72","0100194.05","0100194.05.01","0100194","05","01","A","02","01","01","AGUASCALIENTES","001","AGUASCALIENTES","05","000231","000231","U","0002","00145"
"73","0100211.01","0100211.01.01","0100211","01","01","B","02","02","01","AGUASCALIENTES","001","AGUASCALIENTES","06","000244","000244","U","0001","00040"
"74","0100211.02","0100211.02.01","0100211","02","01","A","01","02","01","AGUASCALIENTES","001","AGUASCALIENTES","03","000244","000244","U","0001","00040"
"75","0100211.04","0100211.04.01","0100211","04","01","A","01","02","01","AGUASCALIENTES","001","AGUASCALIENTES","04","000244","000244","U","0001","00040"
"76","0100211.05","0100211.05.01","0100211","05","01","A","02","01","01","AGUASCALIENTES","001","AGUASCALIENTES","04","000244","000244","U","0001","00040"
"77","0100220.01","0100220.01.01","0100220","01","01","B","02","01","01","AGUASCALIENTES","001","AGUASCALIENTES","05","000267","000267","U","0001","00010"
"78","0100220.02","0100220.02.01","0100220","02","01","A","02","02","01","AGUASCALIENTES","001","AGUASCALIENTES","04","000267","000267","U","0001","00010"
"79","0100220.03","0100220.03.01","0100220","03","01","B","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","01","000267","000267","U","0001","00010"
"80","0100220.04","0100220.04.01","0100220","04","01","B","01","02","01","AGUASCALIENTES","001","AGUASCALIENTES","02","000267","000267","U","0001","00010"
"81","0100220.05","0100220.05.01","0100220","05","01","A","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","04","000267","000267","U","0001","00010"
"82","0100221.01","0100221.01.01","0100221","01","01","B","02","01","01","AGUASCALIENTES","001","AGUASCALIENTES","03","000247","000247","U","0002","00125"
"83","0100221.02","0100221.02.01","0100221","02","01","A","05","05","01","AGUASCALIENTES","001","AGUASCALIENTES","05","000247","000247","U","0002","00125"
"84","0100221.03","0100221.03.01","0100221","03","01","B","03","03","01","AGUASCALIENTES","001","AGUASCALIENTES","03","000247","000247","U","0002","00125"
"85","0100221.04","0100221.04.01","0100221","04","01","B","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","06","000247","000247","U","0002","00125"
"86","0100221.05","0100221.05.01","0100221","05","01","A","02","01","01","AGUASCALIENTES","001","AGUASCALIENTES","05","000247","000247","U","0002","00125"
"87","0100240.01","0100240.01.01","0100240","01","01","B","02","02","01","AGUASCALIENTES","001","AGUASCALIENTES","04","000236","000236","U","0002","00138"
"88","0100240.02","0100240.02.01","0100240","02","01","B","01","02","01","AGUASCALIENTES","001","AGUASCALIENTES","02","000236","000236","U","0002","00138"
"89","0100240.05","0100240.05.01","0100240","05","01","B","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","02","000236","000236","U","0002","00138"
"90","0100254.01","0100254.01.01","0100254","01","01","A","02","01","01","AGUASCALIENTES","001","AGUASCALIENTES","05","000255","000255","U","0002","00109"
"91","0100254.02","0100254.02.01","0100254","02","01","B","01","04","01","AGUASCALIENTES","001","AGUASCALIENTES","05","000255","000255","U","0002","00109"
"92","0100254.03","0100254.03.01","0100254","03","01","B","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","01","000255","000255","U","0002","00109"
"93","0100254.04","0100254.04.01","0100254","04","01","B","01","02","01","AGUASCALIENTES","001","AGUASCALIENTES","02","000255","000255","U","0002","00109"
"94","0100254.05","0100254.05.01","0100254","05","01","A","04","01","01","AGUASCALIENTES","001","AGUASCALIENTES","04","000255","000255","U","0002","00109"
"95","0100255.01","0100255.01.01","0100255","01","01","B","02","02","01","AGUASCALIENTES","001","AGUASCALIENTES","05","000198","000198","U","0002","00174"
"96","0100255.02","0100255.02.01","0100255","02","01","B","02","01","01","AGUASCALIENTES","001","AGUASCALIENTES","02","000198","000198","U","0002","00174"
"97","0100255.04","0100255.04.01","0100255","04","01","A","05","05","01","AGUASCALIENTES","001","AGUASCALIENTES","05","000198","000198","U","0002","00174"
"98","0100255.05","0100255.05.01","0100255","05","01","A","01","02","01","AGUASCALIENTES","001","AGUASCALIENTES","04","000198","000198","U","0002","00174"
"99","0100257.01","0100257.01.01","0100257","01","01","B","04","01","01","AGUASCALIENTES","001","AGUASCALIENTES","04","000270","000270","U","0002","00093"
"100","0100257.02","0100257.02.01","0100257","02","01","B","03","01","01","AGUASCALIENTES","001","AGUASCALIENTES","05","000270","000270","U","0002","00093"
"101","0100257.03","0100257.03.01","0100257","03","01","A","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","02","000270","000270","U","0002","00093"
"102","0100257.04","0100257.04.01","0100257","04","01","B","02","02","01","AGUASCALIENTES","001","AGUASCALIENTES","05","000270","000270","U","0002","00093"
"103","0100257.05","0100257.05.01","0100257","05","01","B","02","02","01","AGUASCALIENTES","001","AGUASCALIENTES","04","000270","000270","U","0002","00093"
"104","0100271.01","0100271.01.01","0100271","01","01","A","06","02","01","AGUASCALIENTES","001","AGUASCALIENTES","06","000121","000121","U","0001","00087"
"105","0100271.02","0100271.02.01","0100271","02","01","A","02","02","01","AGUASCALIENTES","001","AGUASCALIENTES","02","000121","000121","U","0001","00087"
"106","0100271.05","0100271.05.01","0100271","05","01","B","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","01","000121","000121","U","0001","00087"
"107","0100274.01","0100274.01.01","0100274","01","01","A","01","02","01","AGUASCALIENTES","001","AGUASCALIENTES","05","000264","000264","U","0001","00015"
"108","0100274.02","0100274.02.01","0100274","02","01","B","02","02","01","AGUASCALIENTES","001","AGUASCALIENTES","02","000264","000264","U","0001","00015"
"109","0100274.03","0100274.03.01","0100274","03","01","B","02","02","01","AGUASCALIENTES","001","AGUASCALIENTES","03","000264","000264","U","0001","00015"
"110","0100274.04","0100274.04.01","0100274","04","01","A","01","02","01","AGUASCALIENTES","001","AGUASCALIENTES","05","000264","000264","U","0001","00015"
"111","0100274.05","0100274.05.01","0100274","05","01","B","03","03","01","AGUASCALIENTES","001","AGUASCALIENTES","06","000264","000264","U","0001","00015"
"112","0100284.01","0100284.01.01","0100284","01","01","A","02","02","01","AGUASCALIENTES","001","AGUASCALIENTES","04","000214","000214","U","0001","00076"
"113","0100284.02","0100284.02.01","0100284","02","01","B","01","02","01","AGUASCALIENTES","001","AGUASCALIENTES","04","000214","000214","U","0001","00076"
"114","0100284.03","0100284.03.01","0100284","03","01","B","04","04","01","AGUASCALIENTES","001","AGUASCALIENTES","06","000214","000214","U","0001","00076"
"115","0100284.04","0100284.04.01","0100284","04","01","A","02","02","01","AGUASCALIENTES","001","AGUASCALIENTES","07","000214","000214","U","0001","00076"
"116","0100284.05","0100284.05.01","0100284","05","01","B","02","02","01","AGUASCALIENTES","001","AGUASCALIENTES","04","000214","000214","U","0001","00076"
"117","0100295.01","0100295.01.01","0100295","01","01","A","02","01","01","AGUASCALIENTES","001","AGUASCALIENTES","02","000319","000319","U","0001","00003"
"118","0100295.02","0100295.02.01","0100295","02","01","B","03","01","01","AGUASCALIENTES","001","AGUASCALIENTES","05","000319","000319","U","0001","00003"
"119","0100295.03","0100295.03.01","0100295","03","01","B","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","02","000319","000319","U","0001","00003"
"120","0100295.04","0100295.04.01","0100295","04","01","A","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","06","000319","000319","U","0001","00003"
"121","0100295.05","0100295.05.01","0100295","05","01","A","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","02","000319","000319","U","0001","00003"
"122","0100300.01","0100300.01.01","0100300","01","01","A","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","03","000230","000230","U","0001","00062"
"123","0100300.02","0100300.02.01","0100300","02","01","B","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","04","000230","000230","U","0001","00062"
"124","0100300.03","0100300.03.01","0100300","03","01","B","02","02","01","AGUASCALIENTES","001","AGUASCALIENTES","07","000230","000230","U","0001","00062"
"125","0100300.04","0100300.04.01","0100300","04","01","A","02","01","01","AGUASCALIENTES","001","AGUASCALIENTES","02","000230","000230","U","0001","00062"
"126","0100300.05","0100300.05.01","0100300","05","01","A","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","02","000230","000230","U","0001","00062"
"127","0100302.01","0100302.01.01","0100302","01","01","A","02","02","01","AGUASCALIENTES","001","AGUASCALIENTES","04","000249","000249","U","0001","00029"
"128","0100302.02","0100302.02.01","0100302","02","01","B","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","03","000249","000249","U","0001","00029"
"129","0100302.03","0100302.03.01","0100302","03","01","B","02","02","01","AGUASCALIENTES","001","AGUASCALIENTES","03","000249","000249","U","0001","00029"
"130","0100302.04","0100302.04.01","0100302","04","01","A","01","02","01","AGUASCALIENTES","001","AGUASCALIENTES","04","000249","000249","U","0001","00029"
"131","0100302.05","0100302.05.01","0100302","05","01","B","04","02","01","AGUASCALIENTES","001","AGUASCALIENTES","04","000249","000249","U","0001","00029"
"132","0100308.01","0100308.01.01","0100308","01","01","B","02","02","01","AGUASCALIENTES","001","AGUASCALIENTES","05","000414","000414","U","0003","00182"
"133","0100308.03","0100308.03.01","0100308","03","01","B","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","05","000414","000414","U","0003","00182"
"134","0100308.04","0100308.04.01","0100308","04","01","B","01","03","01","AGUASCALIENTES","001","AGUASCALIENTES","03","000414","000414","U","0003","00182"
"135","0100308.05","0100308.05.01","0100308","05","01","A","01","03","01","AGUASCALIENTES","001","AGUASCALIENTES","05","000414","000414","U","0003","00182"
"136","0100314.01","0100314.01.01","0100314","01","01","A","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","04","000205","000205","U","0001","00081"
"137","0100314.02","0100314.02.01","0100314","02","01","A","02","02","01","AGUASCALIENTES","001","AGUASCALIENTES","04","000205","000205","U","0001","00081"
"138","0100314.03","0100314.03.01","0100314","03","01","B","02","02","01","AGUASCALIENTES","001","AGUASCALIENTES","05","000205","000205","U","0001","00081"
"139","0100314.04","0100314.04.01","0100314","04","01","A","02","02","01","AGUASCALIENTES","001","AGUASCALIENTES","07","000205","000205","U","0001","00081"
"140","0100314.05","0100314.05.01","0100314","05","01","A","02","02","01","AGUASCALIENTES","001","AGUASCALIENTES","04","000205","000205","U","0001","00081"
"141","0100315.01","0100315.01.01","0100315","01","01","A","02","03","01","AGUASCALIENTES","001","AGUASCALIENTES","05","000263","000263","U","0001","00016"
"142","0100315.02","0100315.02.01","0100315","02","01","B","01","02","01","AGUASCALIENTES","001","AGUASCALIENTES","06","000263","000263","U","0001","00016"
"143","0100315.03","0100315.03.01","0100315","03","01","A","02","01","01","AGUASCALIENTES","001","AGUASCALIENTES","03","000263","000263","U","0001","00016"
"144","0100315.04","0100315.04.01","0100315","04","01","B","02","01","01","AGUASCALIENTES","001","AGUASCALIENTES","03","000263","000263","U","0001","00016"
"145","0100315.05","0100315.05.01","0100315","05","01","A","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","01","000263","000263","U","0001","00016"
"146","0100316.01","0100316.01.01","0100316","01","01","B","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","04","000239","000239","U","0002","00134"
"147","0100316.02","0100316.02.01","0100316","02","01","B","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","03","000239","000239","U","0002","00134"
"148","0100316.03","0100316.03.01","0100316","03","01","A","02","01","01","AGUASCALIENTES","001","AGUASCALIENTES","02","000239","000239","U","0002","00134"
"149","0100316.04","0100316.04.01","0100316","04","01","B","02","02","01","AGUASCALIENTES","001","AGUASCALIENTES","05","000239","000239","U","0002","00134"
"150","0100316.05","0100316.05.01","0100316","05","01","A","02","01","01","AGUASCALIENTES","001","AGUASCALIENTES","03","000239","000239","U","0002","00134"
"151","0100336.01","0100336.01.01","0100336","01","01","B","01","05","01","AGUASCALIENTES","001","AGUASCALIENTES","10","000253","000253","U","0003","00231"
"152","0100336.02","0100336.02.01","0100336","02","01","B","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","05","000253","000253","U","0003","00231"
"153","0100336.03","0100336.03.01","0100336","03","01","B","02","02","01","AGUASCALIENTES","001","AGUASCALIENTES","04","000253","000253","U","0003","00231"
"154","0100336.04","0100336.04.01","0100336","04","01","A","02","01","01","AGUASCALIENTES","001","AGUASCALIENTES","03","000253","000253","U","0003","00231"
"155","0100336.05","0100336.05.01","0100336","05","01","A","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","02","000253","000253","U","0003","00231"
"156","0100347.01","0100347.01.01","0100347","01","01","B","01","03","01","AGUASCALIENTES","001","AGUASCALIENTES","05","000284","000284","U","0003","00198"
"157","0100347.02","0100347.02.01","0100347","02","01","B","01","02","01","AGUASCALIENTES","001","AGUASCALIENTES","05","000284","000284","U","0003","00198"
"158","0100347.03","0100347.03.01","0100347","03","01","B","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","01","000284","000284","U","0003","00198"
"159","0100347.04","0100347.04.01","0100347","04","01","B","02","03","01","AGUASCALIENTES","001","AGUASCALIENTES","04","000284","000284","U","0003","00198"
"160","0100347.05","0100347.05.01","0100347","05","01","B","02","01","01","AGUASCALIENTES","001","AGUASCALIENTES","03","000284","000284","U","0003","00198"
"161","0100363.01","0100363.01.01","0100363","01","01","B","02","01","01","AGUASCALIENTES","001","AGUASCALIENTES","05","000229","000229","U","0001","00064"
"162","0100363.02","0100363.02.01","0100363","02","01","B","03","02","01","AGUASCALIENTES","001","AGUASCALIENTES","05","000229","000229","U","0001","00064"
"163","0100363.03","0100363.03.01","0100363","03","01","A","02","02","01","AGUASCALIENTES","001","AGUASCALIENTES","02","000229","000229","U","0001","00064"
"164","0100363.05","0100363.05.01","0100363","05","01","B","02","01","01","AGUASCALIENTES","001","AGUASCALIENTES","03","000229","000229","U","0001","00064"
"165","0100372.01","0100372.01.01","0100372","01","01","B","02","02","01","AGUASCALIENTES","001","AGUASCALIENTES","04","000257","000257","U","0001","00021"
"166","0100372.02","0100372.02.01","0100372","02","01","B","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","01","000257","000257","U","0001","00021"
"167","0100372.03","0100372.03.01","0100372","03","01","A","07","02","01","AGUASCALIENTES","001","AGUASCALIENTES","07","000257","000257","U","0001","00021"
"168","0100372.04","0100372.04.01","0100372","04","01","B","02","01","01","AGUASCALIENTES","001","AGUASCALIENTES","04","000257","000257","U","0001","00021"
"169","0100376.01","0100376.01.01","0100376","01","01","A","02","02","01","AGUASCALIENTES","001","AGUASCALIENTES","03","000259","000259","U","0001","00020"
"170","0100376.02","0100376.02.01","0100376","02","01","B","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","02","000259","000259","U","0001","00020"
"171","0100376.03","0100376.03.01","0100376","03","01","B","02","01","01","AGUASCALIENTES","001","AGUASCALIENTES","05","000259","000259","U","0001","00020"
"172","0100376.04","0100376.04.01","0100376","04","01","A","03","03","01","AGUASCALIENTES","001","AGUASCALIENTES","03","000259","000259","U","0001","00020"
"173","0100376.05","0100376.05.01","0100376","05","01","A","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","03","000259","000259","U","0001","00020"
"174","0100377.01","0100377.01.01","0100377","01","01","B","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","02","000247","000247","U","0001","00035"
"175","0100377.03","0100377.03.01","0100377","03","01","A","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","03","000247","000247","U","0001","00035"
"176","0100377.04","0100377.04.01","0100377","04","01","A","01","04","01","AGUASCALIENTES","001","AGUASCALIENTES","07","000247","000247","U","0001","00035"
"177","0100377.05","0100377.05.01","0100377","05","01","A","01","03","01","AGUASCALIENTES","001","AGUASCALIENTES","05","000247","000247","U","0001","00035"
"178","0100383.01","0100383.01.01","0100383","01","01","A","02","01","01","AGUASCALIENTES","001","AGUASCALIENTES","05","000221","000221","U","0001","00071"
"179","0100383.02","0100383.02.01","0100383","02","01","A","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","04","000221","000221","U","0001","00071"
"180","0100383.03","0100383.03.01","0100383","03","01","B","02","01","01","AGUASCALIENTES","001","AGUASCALIENTES","03","000221","000221","U","0001","00071"
"181","0100383.04","0100383.04.01","0100383","04","01","B","04","04","01","AGUASCALIENTES","001","AGUASCALIENTES","04","000221","000221","U","0001","00071"
"182","0100383.05","0100383.05.01","0100383","05","01","B","05","03","01","AGUASCALIENTES","001","AGUASCALIENTES","06","000221","000221","U","0001","00071"
"183","0100395.01","0100395.01.01","0100395","01","01","A","02","03","01","AGUASCALIENTES","001","AGUASCALIENTES","05","000260","000260","U","0001","00019"
"184","0100395.02","0100395.02.01","0100395","02","01","B","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","02","000260","000260","U","0001","00019"
"185","0100395.03","0100395.03.01","0100395","03","01","B","01","03","01","AGUASCALIENTES","001","AGUASCALIENTES","03","000260","000260","U","0001","00019"
"186","0100395.04","0100395.04.01","0100395","04","01","B","03","01","01","AGUASCALIENTES","001","AGUASCALIENTES","06","000260","000260","U","0001","00019"
"187","0100395.05","0100395.05.01","0100395","05","01","A","02","03","01","AGUASCALIENTES","001","AGUASCALIENTES","04","000260","000260","U","0001","00019"
