Unnamed: 0,ID_VIV,ID_HOG,ID_PER,ID_DEL,UPM,VIV_SEL,HOGAR,ND_TIPO,TD_TIPO,BPCOD,R_SEL,RESUL_H,SEXO,EDAD,AREAM_OCU,BP1_1,BP1_2C,BP1_3C,BP1_4,BP1_5,BP1_5A_1,BP1_5A_2,BP1_5A_3,BP1_5A_4,BP1_5A_9,BP1_6,BP1_7,BP1_8,BP1_9,BP1_10_1,BP1_10_2,BP1_10_9,BP1_11,BP1_12_1,BP1_12_2,BP1_12_3,BP1_12_4,BP1_12_5,BP1_12_9,BP1_13,BP1_14_1,BP1_14_2,BP1_14_3,BP1_14_4,BP1_14_9,BP1_15,BP1_16_1,BP1_16_2,BP1_16_3,BP1_16_4,BP1_16_9,BP1_17,BP1_18,BP1_19_1,BP1_19_2,BP1_19_3,BP1_19_4,BP1_19_5,BP1_19_6,BP1_19_7,BP1_19_8,BP1_20,BP1_21,BP1_22,BP1_23,BP1_24,BP1_25,BP1_26,BP1_27,BP1_28,BP1_29,BP1_30,BP1_31_01,BP1_31_02,BP1_31_03,BP1_31_04,BP1_31_05,BP1_31_06,BP1_31_07,BP1_31_08,BP1_31_99,BP1_32_1,BP1_32_2,BP1_32_3,BP1_32_4,BP1_32_5,BP1_32_9,BP1_33,BP1_34,BP1_35,BP1_36_01,BP1_36_02,BP1_36_03,BP1_36_04,BP1_36_05,BP1_36_06,BP1_36_07,BP1_36_08,BP1_36_09,BP1_36_10,BP1_36_11,BP1_36_99,BP2_1,BP3_1_01,BP3_1_02,BP3_1_03,BP3_1_04,BP3_1_05,BP3_1_06,BP3_1_07,BP3_1_08,BP3_1_09,BP3_1_10,BP3_1_11,BP3_1_12,BP3_1_99,BP3_2,BP4_1,BP5_1,BP5_1A_1,BP5_1A_2,BP5_1A_3,BP5_1A_4,BP5_2_1,BP5_2_2,BP5_2_3,BP5_3,BP6_1,BP6_2,BP6_3,BP7_1,FAC_DEL,FAC_DEL_AM,DOMINIO,ESTRATO,EST_DIS,UPM_DIS,TIPO_DELITO_STR,LUGAR_STR,SEXO_STR
16904,1410626.11,1410626.11.01,1410626.11.01.05,1410626.11.01.05.09.1,1410626,11,1,1,1,9,5,A,1,39,2.0,6,14,97,2,2,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,9.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,9.0,,,,,,,9.0,,,,,,,,,2,,,4.0,,,,,,,2,,,,,,,,,,,,,,,,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,3.0,,,,,0.0,0.0,1.0,,,,,,9015,9015.0,C,2,299,6581,Extorsión,En su vivienda,Hombre
16905,1411993.04,1411993.04.01,1411993.04.01.01,1411993.04.01.01.03.2,1411993,4,1,2,5,3,1,A,2,48,2.0,5,14,97,4,2,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,,1.0,,,,,,,2,,,,,,,,,,,,,,,,3,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2079,2079.0,U,2,279,6224,Robo en vivienda,En su vivienda,Mujer
16906,1411658.15,1411658.15.01,1411658.15.01.01,1411658.15.01.01.04.1,1411658,15,1,1,1,4,1,A,1,34,2.0,5,14,97,1,2,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,,4.0,,,,,,,2,,,,,,,,,,,,,,,,5,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,,,,,,,,,,,,,,,1070,1070.0,R,2,303,6606,Robo en transporte público,En su vivienda,Hombre
16907,1410661.04,1410661.04.01,1410661.04.01.02,1410661.04.01.02.11.1,1410661,4,1,1,1,11,2,A,2,18,2.0,9,14,97,1,2,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,2.0,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2,,,1.0,,,,,,,2,,,,,,,,,,,,,,,,3,0.0,10000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2866,2866.0,U,2,285,6509,Lesiones,En su vivienda,Mujer
16908,1412228.13,1412228.13.01,1412228.13.01.01,1412228.13.01.01.05.1,1412228,13,1,1,1,5,1,A,2,68,2.0,7,14,97,4,1,,,,,,1.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,,,,,,,2.0,,,,,,,,,2,,,9.0,,,,,,,2,,,,,,,,,,,,,,,,3,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,1356,1356.0,C,2,299,6580,Robo en calle (a transeúnte),En su vivienda,Mujer
16909,1411059.03,1411059.03.01,1411059.03.01.02,1411059.03.01.02.09.1,1411059,3,1,1,2,9,2,A,2,23,2.0,12,14,97,1,2,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,2.0,,,,,,,2.0,,,,,,,,,2,,,5.0,,,,,,,2,,,,,,,,,,,,,,,,1,1000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,2162,2162.0,U,2,279,6217,Extorsión,En su vivienda,Mujer
16910,1411059.03,1411059.03.01,1411059.03.01.02,1411059.03.01.02.04.1,1411059,3,1,1,1,4,2,A,2,23,2.0,3,14,97,9,2,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,,5.0,,,,,,,2,,,,,,,,,,,,,,,,2,10000.0,0.0,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,1081,1081.0,U,2,279,6217,Robo en transporte público,En su vivienda,Mujer
16911,1411162.04,1411162.04.01,1411162.04.01.02,1411162.04.01.02.03.1,1411162,4,1,1,1,3,2,A,2,46,2.0,9,14,97,4,2,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,,4.0,,,,,,,2,,,,,,,,,,,,,,,,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,969,969.0,U,3,286,6512,Robo en vivienda,En su vivienda,Mujer
16912,1411174.15,1411174.15.01,1411174.15.01.01,1411174.15.01.01.05.1,1411174,15,1,1,1,5,1,A,2,58,2.0,10,14,97,3,6,,,,,,1.0,1.0,2.0,9.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,,,,,,,2.0,,,,,,,,,2,,,4.0,,,,,,,2,,,,,,,,,,,,,,,,1,3000.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1219,1219.0,C,3,300,6588,Robo en calle (a transeúnte),En su vivienda,Mujer
16913,1412100.03,1412100.03.01,1412100.03.01.03,1412100.03.01.03.07.1,1412100,3,1,1,3,7,3,A,2,27,2.0,10,14,97,4,2,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,3.0,,,,,,,2,,,,,,,,,,,,,,,,1,300.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,4316,4316.0,U,3,280,6297,Robo en banco/cajero,En su vivienda,Mujer
16914,1411022.05,1411022.05.01,1411022.05.01.01,1411022.05.01.01.06.1,1411022,5,1,1,1,6,1,A,2,37,2.0,6,14,97,2,1,,,,,,1.0,1.0,2.0,2.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,,,4.0,,,,,,,2,,,,,,,,,,,,,,,,1,9999999.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1080,1080.0,U,2,282,6482,Robo en negocio,En su vivienda,Mujer
16915,1411710.04,1411710.04.01,1411710.04.01.02,1411710.04.01.02.03.1,1411710,4,1,1,1,3,2,A,2,35,2.0,9,14,97,4,2,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,,5.0,,,,,,,2,,,,,,,,,,,,,,,,1,200.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1323,1323.0,U,4,284,6505,Robo en vivienda,En su vivienda,Mujer
16916,1411658.16,1411658.16.01,1411658.16.01.01,1411658.16.01.01.02.1,1411658,16,1,1,1,2,1,A,1,39,2.0,2,14,97,4,1,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,,3.0,,,,,,,2,,,,,,,,,,,,,,,,1,6000.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1070,1070.0,R,2,303,6606,Robo de accesorios de vehículo,En su vivienda,Hombre
16917,1412264.19,1412264.19.02,1412264.19.02.02,1412264.19.02.02.08.1,1412264,19,2,1,1,8,2,A,2,21,2.0,3,14,97,1,2,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,4.0,,,,,,,2,,,,,,,,,,,,,,,,1,1000.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2712,2712.0,C,2,299,6583,Fraude bancario,En su vivienda,Mujer
16918,1419403.14,1419403.14.01,1419403.14.01.02,1419403.14.01.02.05.1,1419403,14,1,1,1,5,2,A,2,18,2.0,3,14,97,2,1,,,,,,1.0,1.0,1.0,2.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,,,,,,,2.0,,,,,,,,,2,,,4.0,,,,,,,2,,,,,,,,,,,,,,,,1,3000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,2712,2712.0,C,2,299,6579,Robo en calle (a transeúnte),En su vivienda,Mujer
16919,1411417.03,1411417.03.01,1411417.03.01.01,1411417.03.01.01.05.1,1411417,3,1,1,1,5,1,A,1,22,2.0,11,14,97,3,1,,,,,,1.0,1.0,2.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,,,,,,,,,2,,,6.0,,,,,,,2,,,,,,,,,,,,,,,,1,5000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1265,1265.0,U,2,279,6205,Robo en calle (a transeúnte),En su vivienda,Hombre
16920,1411078.06,1411078.06.01,1411078.06.01.01,1411078.06.01.01.09.1,1411078,6,1,1,1,9,1,A,2,55,2.0,12,14,97,1,2,0.0,1.0,0.0,0.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,7.0,,,,,,,2,,,,,,,,,,,,,,,,5,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,3.0,,,,,0.0,0.0,1.0,,,,,,1809,1809.0,C,3,298,6576,Extorsión,En su vivienda,Mujer
16921,1410578.09,1410578.09.01,1410578.09.01.01,1410578.09.01.01.03.1,1410578,9,1,1,1,3,1,A,1,42,2.0,8,14,97,2,2,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,,4.0,,,,,,,2,,,,,,,,,,,,,,,,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1154,1154.0,C,3,298,6573,Robo en vivienda,En su vivienda,Hombre
16922,1411078.04,1411078.04.01,1411078.04.01.01,1411078.04.01.01.08.1,1411078,4,1,1,1,8,1,A,1,25,2.0,12,14,97,1,8,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,6.0,,,,,,,2,,,,,,,,,,,,,,,,1,1500.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,904,904.0,C,3,298,6576,Fraude bancario,En su vivienda,Hombre
16923,1411162.02,1411162.02.01,1411162.02.01.02,1411162.02.01.02.10.1,1411162,2,1,1,1,10,2,A,1,33,2.0,6,14,97,4,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,9.0,,,,,,,2.0,,,,,,,,,2,,,3.0,,,,,,,2,,,,,,,,,,,,,,,,5,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1939,1939.0,U,3,286,6512,Amenazas/intimidación,En su vivienda,Hombre
16924,1411078.1,1411078.10.01,1411078.10.01.01,1411078.10.01.01.08.1,1411078,10,1,1,1,8,1,A,1,40,2.0,12,14,97,2,3,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,5.0,,,,,,,2,,,,,,,,,,,,,,,,1,1000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2713,2713.0,C,3,298,6576,Fraude bancario,En su vivienda,Hombre
16925,1411162.05,1411162.05.01,1411162.05.01.02,1411162.05.01.02.09.1,1411162,5,1,1,1,9,2,A,2,22,2.0,10,14,97,1,3,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,,,,,,,2.0,,,,,,,,,2,,,4.0,,,,,,,2,,,,,,,,,,,,,,,,3,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,3.0,,,,,1.0,0.0,0.0,3.0,,,,,1939,1939.0,U,3,286,6512,Extorsión,En su vivienda,Mujer
16926,1411979.01,1411979.01.01,1411979.01.01.01,1411979.01.01.01.13.1,1411979,1,1,1,2,13,1,A,2,20,2.0,6,14,97,1,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,,,,,,,2.0,,,,,,,,,2,,,8.0,,,,,,,2,,,,,,,,,,,,,,,,3,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1225,1225.0,U,2,279,6206,Delito sexual,En su vivienda,Mujer
16927,1411734.04,1411734.04.01,1411734.04.01.01,1411734.04.01.01.03.2,1411734,4,1,2,2,3,1,A,1,42,2.0,10,14,97,3,2,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,,4.0,,,,,,,2,,,,,,,,,,,,,,,,1,300.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632,632.0,U,3,283,6501,Robo en vivienda,En su vivienda,Hombre
16928,1412228.06,1412228.06.01,1412228.06.01.04,1412228.06.01.04.01.1,1412228,6,1,1,1,1,4,A,1,29,2.0,9,14,97,3,5,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,,9.0,,,,,,,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,20000.0,0.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1356,1356.0,C,2,299,6580,Robo total de vehículo,En su vivienda,Hombre
16929,1412124.02,1412124.02.01,1412124.02.01.01,1412124.02.01.01.03.1,1412124,2,1,1,1,3,1,A,2,57,2.0,3,14,97,3,2,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,,4.0,,,,,,,2,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1059,1059.0,U,2,279,6222,Robo en vivienda,En su vivienda,Mujer
16930,1412264.01,1412264.01.01,1412264.01.01.01,1412264.01.01.01.08.1,1412264,1,1,1,1,8,1,A,2,53,2.0,12,14,97,1,8,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,6.0,,,,,,,2,,,,,,,,,,,,,,,,1,400.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2712,2712.0,C,2,299,6583,Fraude bancario,En su vivienda,Mujer
16931,1411879.03,1411879.03.01,1411879.03.01.01,1411879.03.01.01.07.1,1411879,3,1,1,1,7,1,A,1,27,2.0,10,14,97,3,4,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,4.0,,,,,,,2,,,,,,,,,,,,,,,,1,700.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,2576,2576.0,U,2,279,6204,Robo en banco/cajero,En su vivienda,Hombre
16932,1411059.03,1411059.03.01,1411059.03.01.02,1411059.03.01.02.09.2,1411059,3,1,2,2,9,2,A,2,23,2.0,10,14,97,3,2,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,2.0,,,,,,,2.0,,,,,,,,,2,,,5.0,,,,,,,2,,,,,,,,,,,,,,,,1,1000.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,2162,2162.0,U,2,279,6217,Extorsión,En su vivienda,Mujer
16933,1411417.04,1411417.04.01,1411417.04.01.01,1411417.04.01.01.04.1,1411417,4,1,1,2,4,1,A,2,44,2.0,4,14,97,1,2,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2.0,,6.0,1.0,6.0,4.0,2,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,1,30000.0,0.0,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,,,,,,,,,,,,,,,1265,1265.0,U,2,279,6205,Robo en transporte público,En su vivienda,Mujer
16934,1418990.18,1418990.18.01,1418990.18.01.02,1418990.18.01.02.10.1,1418990,18,1,1,1,10,2,A,1,23,2.0,6,14,97,3,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,9.0,,,,,,,2.0,,,,,,,,,2,,,3.0,,,,,,,2,,,,,,,,,,,,,,,,3,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2519,2519.0,C,2,297,6562,Amenazas/intimidación,En su vivienda,Hombre
16935,1411910.01,1411910.01.01,1411910.01.01.03,1411910.01.01.03.05.1,1411910,1,1,1,1,5,3,A,1,18,2.0,7,14,97,3,1,,,,,,1.0,1.0,1.0,2.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,,,4.0,,,,,,,2,,,,,,,,,,,,,,,,1,3500.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,3178,3178.0,U,2,279,6221,Robo en calle (a transeúnte),En su vivienda,Hombre
16936,1411078.1,1411078.10.01,1411078.10.01.01,1411078.10.01.01.03.1,1411078,10,1,1,1,3,1,A,1,40,2.0,2,14,97,4,2,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,,4.0,,,,,,,2,,,,,,,,,,,,,,,,1,300.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,904,904.0,C,3,298,6576,Robo en vivienda,En su vivienda,Hombre
16937,1411174.06,1411174.06.01,1411174.06.01.01,1411174.06.01.01.04.1,1411174,6,1,1,1,4,1,A,1,35,2.0,8,14,97,3,2,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,,4.0,,,,,,,2,,,,,,,,,,,,,,,,1,10000.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,1219,1219.0,C,3,300,6588,Robo en transporte público,En su vivienda,Hombre
16938,1411879.05,1411879.05.01,1411879.05.01.01,1411879.05.01.01.11.1,1411879,5,1,1,1,11,1,A,2,33,2.0,12,14,97,3,2,,,,,,1.0,1.0,2.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,2.0,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,,,1.0,,,,,,,2,,,,,,,,,,,,,,,,3,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1288,1288.0,U,2,279,6204,Lesiones,En su vivienda,Mujer
16939,1410578.09,1410578.09.01,1410578.09.01.01,1410578.09.01.01.10.1,1410578,9,1,1,1,10,1,A,1,42,2.0,11,14,97,3,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,2.0,,,,,,,2.0,,,,,,,,,2,,,5.0,,,,,,,2,,,,,,,,,,,,,,,,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3461,3461.0,C,3,298,6573,Amenazas/intimidación,En su vivienda,Hombre
16940,1411879.03,1411879.03.01,1411879.03.01.01,1411879.03.01.01.05.1,1411879,3,1,1,1,5,1,A,1,27,2.0,7,14,97,3,1,,,,,,1.0,1.0,2.0,2.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,,,4.0,,,,,,,2,,,,,,,,,,,,,,,,1,1000.0,250000.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,2576,2576.0,U,2,279,6204,Robo en calle (a transeúnte),En su vivienda,Hombre
16941,1411162.02,1411162.02.01,1411162.02.01.02,1411162.02.01.02.03.1,1411162,2,1,1,1,3,2,A,1,33,2.0,12,14,97,2,2,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,,3.0,,,,,,,2,,,,,,,,,,,,,,,,1,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,969,969.0,U,3,286,6512,Robo en vivienda,En su vivienda,Hombre
16942,1412394.02,1412394.02.01,1412394.02.01.03,1412394.02.01.03.10.1,1412394,2,1,1,1,10,3,A,2,25,2.0,12,14,98,2,2,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.0,,,,,,,2.0,,,,,,,,,2,,,4.0,,,,,,,2,,,,,,,,,,,,,,,,3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2977,2977.0,U,3,280,6322,Amenazas/intimidación,En su vivienda,Mujer
16943,1412490.04,1412490.04.01,1412490.04.01.02,1412490.04.01.02.01.1,1412490,4,1,1,1,1,2,A,2,39,2.0,9,14,98,4,1,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1.0,2.0,,3.0,2.0,2.0,2,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,1,80000.0,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1019,1019.0,U,2,279,6227,Robo total de vehículo,En su vivienda,Mujer
