Unnamed: 0,ID_VIV,ID_HOG,ID_PER,ID_DEL,UPM,VIV_SEL,HOGAR,ND_TIPO,TD_TIPO,BPCOD,R_SEL,RESUL_H,SEXO,EDAD,AREAM_OCU,BP1_1,BP1_2C,BP1_3C,BP1_4,BP1_5,BP1_5A_1,BP1_5A_2,BP1_5A_3,BP1_5A_4,BP1_5A_9,BP1_6,BP1_7,BP1_8,BP1_9,BP1_10_1,BP1_10_2,BP1_10_9,BP1_11,BP1_12_1,BP1_12_2,BP1_12_3,BP1_12_4,BP1_12_5,BP1_12_9,BP1_13,BP1_14_1,BP1_14_2,BP1_14_3,BP1_14_4,BP1_14_9,BP1_15,BP1_16_1,BP1_16_2,BP1_16_3,BP1_16_4,BP1_16_9,BP1_17,BP1_18,BP1_19_1,BP1_19_2,BP1_19_3,BP1_19_4,BP1_19_5,BP1_19_6,BP1_19_7,BP1_19_8,BP1_20,BP1_21,BP1_22,BP1_23,BP1_24,BP1_25,BP1_26,BP1_27,BP1_28,BP1_29,BP1_30,BP1_31_01,BP1_31_02,BP1_31_03,BP1_31_04,BP1_31_05,BP1_31_06,BP1_31_07,BP1_31_08,BP1_31_99,BP1_32_1,BP1_32_2,BP1_32_3,BP1_32_4,BP1_32_5,BP1_32_9,BP1_33,BP1_34,BP1_35,BP1_36_01,BP1_36_02,BP1_36_03,BP1_36_04,BP1_36_05,BP1_36_06,BP1_36_07,BP1_36_08,BP1_36_09,BP1_36_10,BP1_36_11,BP1_36_99,BP2_1,BP3_1_01,BP3_1_02,BP3_1_03,BP3_1_04,BP3_1_05,BP3_1_06,BP3_1_07,BP3_1_08,BP3_1_09,BP3_1_10,BP3_1_11,BP3_1_12,BP3_1_99,BP3_2,BP4_1,BP5_1,BP5_1A_1,BP5_1A_2,BP5_1A_3,BP5_1A_4,BP5_2_1,BP5_2_2,BP5_2_3,BP5_3,BP6_1,BP6_2,BP6_3,BP7_1,FAC_DEL,FAC_DEL_AM,DOMINIO,ESTRATO,EST_DIS,UPM_DIS,TIPO_DELITO_STR,LUGAR_STR,SEXO_STR
4726,1417055.02,1417055.02.01,1417055.02.01.03,1417055.02.01.03.06.2,1417055,2,1,2,2,6,3,A,1,18,,4,6,1,3,5,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,3.0,,,,,,,2,,,,,,,,,,,,,,,,1,3500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,2969,,U,2,279,6242,Robo en negocio,,Hombre
5490,1401997.07,1401997.07.01,1401997.07.01.04,1401997.07.01.04.08.1,1401997,7,1,1,2,8,4,A,1,42,,10,6,7,1,1,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1.0,9.0,,3.0,3.0,3.0,2,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1,20000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,5025,,C,2,299,6586,Fraude bancario,,Hombre
6347,1402472.02,1402472.02.01,1402472.02.01.02,1402472.02.01.02.14.1,1402472,2,1,1,1,14,2,A,2,20,,8,7,78,2,1,,,,,,1.0,1.0,2.0,1.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,,,1.0,,,,,,,2,,,,,,,,,,,,,,,,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2054,,U,4,281,6453,Homicidio de familiar,,Mujer
8405,1405678.02,1405678.02.01,1405678.02.01.01,1405678.02.01.01.04.2,1405678,2,1,2,2,4,1,A,1,45,1.0,5,9,3,2,2,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,,4.0,,,,,,,2,,,,,,,,,,,,,,,,1,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,1112,1112.0,U,4,281,6421,Robo en transporte público,Calle o vía pública,Hombre
8409,1409215.11,1409215.11.01,1409215.11.01.01,1409215.11.01.01.05.1,1409215,11,1,1,1,5,1,A,1,27,1.0,3,9,3,3,1,,,,,,1.0,1.0,2.0,1.0,0.0,0.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,9.0,,,,,,,9.0,,,,,,,,,2,,,4.0,,,,,,,2,,,,,,,,,,,,,,,,1,400.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,902,902.0,C,2,297,6571,Robo en calle (a transeúnte),Calle o vía pública,Hombre
8514,1413727.01,1413727.01.01,1413727.01.01.02,1413727.01.01.02.08.1,1413727,1,1,1,1,8,2,A,2,40,1.0,12,9,3,2,3,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,5.0,,,,,,,2,,,,,,,,,,,,,,,,1,3800.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2944,2944.0,U,4,281,6465,Fraude bancario,Calle o vía pública,Mujer
12108,1405465.01,1405465.01.01,1405465.01.01.03,1405465.01.01.03.07.1,1405465,1,1,1,1,7,3,A,1,39,,2,9,999,9,4,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,4.0,,,,,,,2,,,,,,,,,,,,,,,,3,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,3415,,U,4,281,6412,Robo en banco/cajero,,Hombre
16135,1410302.2,1410302.20.01,1410302.20.01.01,1410302.20.01.01.09.1,1410302,20,1,1,1,9,1,A,1,49,,9,14,1,2,3,0.0,1.0,0.0,0.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,5.0,,,,,,,2,,,,,,,,,,,,,,,,1,45000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,1.0,0.0,0.0,1.0,,,,,1981,,C,4,296,6557,Extorsión,,Hombre
16138,1460090.14,1460090.14.01,1460090.14.01.01,1460090.14.01.01.04.1,1460090,14,1,1,1,4,1,A,2,42,,5,14,6,1,2,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,,8.0,,,,,,,2,,,,,,,,,,,,,,,,1,9999999.0,9999999.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,,,,,,,,,,,,,,564,,R,3,304,6612,Robo en transporte público,,Mujer
16139,1460090.14,1460090.14.01,1460090.14.01.01,1460090.14.01.01.06.1,1460090,14,1,1,1,6,1,A,2,42,,6,14,6,2,1,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,4.0,,,,,,,2,,,,,,,,,,,,,,,,1,9999999.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,564,,R,3,304,6612,Robo en negocio,,Mujer
16140,1460090.2,1460090.20.01,1460090.20.01.01,1460090.20.01.01.09.1,1460090,20,1,1,1,9,1,A,1,70,,11,14,6,2,2,0.0,1.0,0.0,0.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,4.0,,,,,,,2,,,,,,,,,,,,,,,,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1.0,,,,,0.0,0.0,1.0,,,,,,1693,,R,3,304,6612,Extorsión,,Hombre
16141,1462163.02,1462163.02.01,1462163.02.01.01,1462163.02.01.01.02.1,1462163,2,1,1,1,2,1,A,1,41,,6,14,8,2,1,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,,4.0,,,,,,,2,,,,,,,,,,,,,,,,1,5000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1483,,R,2,303,6599,Robo de accesorios de vehículo,,Hombre
16143,1460197.17,1460197.17.01,1460197.17.01.01,1460197.17.01.01.09.1,1460197,17,1,1,1,9,1,A,2,42,,3,14,13,1,2,0.0,1.0,0.0,0.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,6.0,,,,,,,2,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,0.0,0.0,1.0,,,,,,1237,,R,2,303,6600,Extorsión,,Mujer
16144,1460197.17,1460197.17.01,1460197.17.01.01,1460197.17.01.01.10.1,1460197,17,1,1,1,10,1,A,2,42,,1,14,13,2,2,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,9.0,,,,,,,2.0,,,,,,,,,2,,,8.0,,,,,,,2,,,,,,,,,,,,,,,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1237,,R,2,303,6600,Amenazas/intimidación,,Mujer
16146,1461258.09,1461258.09.01,1461258.09.01.03,1461258.09.01.03.08.1,1461258,9,1,1,1,8,3,A,2,23,,1,14,15,2,4,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,3.0,,,,,,,2,,,,,,,,,,,,,,,,1,3500.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,3701,,R,2,303,6601,Fraude bancario,,Mujer
16147,1400887.17,1400887.17.01,1400887.17.01.01,1400887.17.01.01.07.1,1400887,17,1,1,1,7,1,A,1,43,,5,14,15,3,2,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1.0,6.0,,4.0,3.0,2.0,2,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,3,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,999,,C,3,296,6556,Robo en banco/cajero,,Hombre
16148,1460271.07,1460271.07.01,1460271.07.01.01,1460271.07.01.01.09.1,1460271,7,1,1,1,9,1,A,1,85,,99,14,15,2,2,0.0,1.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,6.0,,,,,,,2,,,,,,,,,,,,,,,,5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,3.0,,,,,1.0,0.0,0.0,3.0,,,,,2363,,R,2,303,6603,Extorsión,,Hombre
16149,1460271.12,1460271.12.01,1460271.12.01.02,1460271.12.01.02.09.1,1460271,12,1,1,1,9,2,A,2,63,,7,14,15,2,2,0.0,1.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,9.0,,,,,,,2,,,,,,,,,,,,,,,,5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,3.0,,,,,1.0,0.0,0.0,3.0,,,,,2363,,R,2,303,6603,Extorsión,,Mujer
16150,1460271.14,1460271.14.01,1460271.14.01.01,1460271.14.01.01.09.1,1460271,14,1,1,1,9,1,A,1,79,,99,14,15,3,1,0.0,1.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1.0,,,,,,,2,,,,,,,,,,,,,,,,5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,3.0,,,,,1.0,0.0,0.0,3.0,,,,,3545,,R,2,303,6603,Extorsión,,Hombre
16151,1460271.17,1460271.17.01,1460271.17.01.02,1460271.17.01.02.09.1,1460271,17,1,1,1,9,2,A,2,72,,7,14,15,1,2,0.0,1.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,9.0,,,,,,,2,,,,,,,,,,,,,,,,5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,3.0,,,,,1.0,0.0,0.0,3.0,,,,,2363,,R,2,303,6603,Extorsión,,Mujer
16152,1460271.2,1460271.20.01,1460271.20.01.04,1460271.20.01.04.02.1,1460271,20,1,1,1,2,4,A,2,35,,2,14,15,1,1,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,,4.0,,,,,,,2,,,,,,,,,,,,,,,,1,6000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1182,,R,2,303,6603,Robo de accesorios de vehículo,,Mujer
16153,1460271.2,1460271.20.01,1460271.20.01.04,1460271.20.01.04.08.1,1460271,20,1,1,1,8,4,A,2,35,,12,14,15,1,1,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,4.0,,,,,,,2,,,,,,,,,,,,,,,,1,1200.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,4726,,R,2,303,6603,Fraude bancario,,Mujer
16154,1400887.05,1400887.05.01,1400887.05.01.01,1400887.05.01.01.06.1,1400887,5,1,1,1,6,1,A,1,32,,5,14,15,2,1,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,3.0,,,,,,,2,,,,,,,,,,,,,,,,1,300.0,0.0,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1999,,C,3,296,6556,Robo en negocio,,Hombre
16155,1400887.05,1400887.05.01,1400887.05.01.01,1400887.05.01.01.08.1,1400887,5,1,1,1,8,1,A,1,32,,5,14,15,2,2,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,3.0,,,,,,,2,,,,,,,,,,,,,,,,1,400.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1999,,C,3,296,6556,Fraude bancario,,Hombre
16156,1411244.02,1411244.02.01,1411244.02.01.01,1411244.02.01.01.10.1,1411244,2,1,1,1,10,1,A,1,53,,12,14,18,2,7,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,2.0,,,,,,,2.0,,,,,,,,,2,,,1.0,,,,,,,2,,,,,,,,,,,,,,,,3,1000.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862,,U,3,283,6495,Amenazas/intimidación,,Hombre
16157,1411244.02,1411244.02.01,1411244.02.01.01,1411244.02.01.01.08.1,1411244,2,1,1,2,8,1,A,1,53,,9,14,18,3,2,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,9.0,,,,,,,2,,,,,,,,,,,,,,,,1,132000.0,10000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,862,,U,3,283,6495,Fraude bancario,,Hombre
16158,1460420.2,1460420.20.01,1460420.20.01.03,1460420.20.01.03.07.1,1460420,20,1,1,1,7,3,A,2,28,,3,14,22,2,4,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,8.0,,,,,,,2,,,,,,,,,,,,,,,,1,88000.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,2434,,R,1,302,6597,Robo en banco/cajero,,Mujer
16159,1401519.04,1401519.04.01,1401519.04.01.01,1401519.04.01.01.04.1,1401519,4,1,1,1,4,1,A,1,64,,9,14,23,1,2,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,,4.0,,,,,,,2,,,,,,,,,,,,,,,,3,5000.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,896,,U,3,292,6542,Robo en transporte público,,Hombre
16160,1401590.03,1401590.03.01,1401590.03.01.01,1401590.03.01.01.02.1,1401590,3,1,1,1,2,1,A,1,36,,11,14,23,4,1,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,,4.0,,,,,,,2,,,,,,,,,,,,,,,,1,3000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1075,,U,3,292,6540,Robo de accesorios de vehículo,,Hombre
16161,1401538.02,1401538.02.01,1401538.02.01.01,1401538.02.01.01.09.1,1401538,2,1,1,1,9,1,A,1,74,,6,14,23,1,2,0.0,1.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,3.0,,,,,,,2,,,,,,,,,,,,,,,,3,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,3.0,,,,,1.0,0.0,0.0,3.0,,,,,1396,,U,2,291,6536,Extorsión,,Hombre
16162,1401538.05,1401538.05.01,1401538.05.01.01,1401538.05.01.01.03.2,1401538,5,1,2,2,3,1,A,1,48,,1,14,23,9,1,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,,4.0,,,,,,,2,,,,,,,,,,,,,,,,1,300.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,698,,U,2,291,6536,Robo en vivienda,,Hombre
16163,1401538.05,1401538.05.01,1401538.05.01.01,1401538.05.01.01.08.1,1401538,5,1,1,1,8,1,A,1,48,,3,14,23,2,1,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1.0,2.0,,4.0,2.0,4.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,70000.0,30000.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1396,,U,2,291,6536,Fraude bancario,,Hombre
16164,1401575.02,1401575.02.01,1401575.02.01.03,1401575.02.01.03.09.1,1401575,2,1,1,1,9,3,A,1,23,,10,14,23,3,8,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,2.0,,,,,,,2.0,,,,,,,,,2,,,1.0,,,,,,,2,,,,,,,,,,,,,,,,3,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,0.0,1.0,0.0,3.0,,,,,3562,,U,2,291,6535,Extorsión,,Hombre
16165,1401575.02,1401575.02.01,1401575.02.01.03,1401575.02.01.03.13.1,1401575,2,1,1,1,13,3,A,1,23,,1,14,23,3,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,2.0,,,,,,,2.0,,,,,,,,,2,,,1.0,,,,,,,2,,,,,,,,,,,,,,,,3,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3562,,U,2,291,6535,Delito sexual,,Hombre
16166,1401590.02,1401590.02.01,1401590.02.01.01,1401590.02.01.01.04.1,1401590,2,1,1,1,4,1,A,1,54,,10,14,23,3,2,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.0,,,,,,,2.0,,,,,,,,,2,2.0,,4.0,,,,,,,2,,,,,,,,,,,,,,,,1,1800.0,0.0,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,1075,,U,3,292,6540,Robo en transporte público,,Hombre
16167,1401590.02,1401590.02.01,1401590.02.01.01,1401590.02.01.01.10.1,1401590,2,1,1,1,10,1,A,1,54,,12,14,23,1,2,0.0,1.0,0.0,0.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,3.0,,,,,,,2,,,,,,,,,,,,,,,,5,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1075,,U,3,292,6540,Amenazas/intimidación,,Hombre
16168,1401590.03,1401590.03.01,1401590.03.01.01,1401590.03.01.01.09.1,1401590,3,1,1,1,9,1,A,1,36,,12,14,23,1,3,0.0,1.0,0.0,0.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,4.0,,,,,,,2,,,,,,,,,,,,,,,,5,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,3.0,,,,,1.0,0.0,0.0,3.0,,,,,2151,,U,3,292,6540,Extorsión,,Hombre
16169,1401590.04,1401590.04.01,1401590.04.01.01,1401590.04.01.01.02.1,1401590,4,1,1,1,2,1,A,1,32,,6,14,23,4,1,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,,3.0,,,,,,,2,,,,,,,,,,,,,,,,1,500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1075,,U,3,292,6540,Robo de accesorios de vehículo,,Hombre
16170,1401590.05,1401590.05.01,1401590.05.01.04,1401590.05.01.04.02.1,1401590,5,1,1,1,2,4,A,1,18,,10,14,23,4,1,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,,4.0,,,,,,,2,,,,,,,,,,,,,,,,1,2000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1075,,U,3,292,6540,Robo de accesorios de vehículo,,Hombre
16171,1401658.04,1401658.04.01,1401658.04.01.02,1401658.04.01.02.03.1,1401658,4,1,1,1,3,2,A,2,38,,6,14,23,4,2,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,,4.0,,,,,,,2,,,,,,,,,,,,,,,,1,2000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1268,,U,3,292,6537,Robo en vivienda,,Mujer
16172,1401658.05,1401658.05.01,1401658.05.01.01,1401658.05.01.01.04.1,1401658,5,1,1,1,4,1,A,2,26,,10,14,23,2,2,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,,9.0,,,,,,,2,,,,,,,,,,,,,,,,1,500.0,0.0,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,1268,,U,3,292,6537,Robo en transporte público,,Mujer
16173,1401658.05,1401658.05.01,1401658.05.01.01,1401658.05.01.01.08.1,1401658,5,1,1,1,8,1,A,2,26,,5,14,23,2,4,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,8.0,,,,,,,2,,,,,,,,,,,,,,,,1,7000.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1268,,U,3,292,6537,Fraude bancario,,Mujer
16174,1401663.01,1401663.01.01,1401663.01.01.03,1401663.01.01.03.13.1,1401663,1,1,1,1,13,3,A,2,21,,3,14,23,1,3,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,,,,,,,2.0,,,,,,,,,2,,,7.0,,,,,,,2,,,,,,,,,,,,,,,,3,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3384,,U,3,292,6538,Delito sexual,,Mujer
16175,1401663.03,1401663.03.01,1401663.03.01.02,1401663.03.01.02.08.1,1401663,3,1,1,1,8,2,A,2,40,,9,14,23,2,2,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,7.0,,,,,,,2,,,,,,,,,,,,,,,,1,10000.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2256,,U,3,292,6538,Fraude bancario,,Mujer
